Title,URL,Source,Publication Date,Summary,Emotion Label,Thematic Label
Chicago daycare worker freed after judge rules ICE arrest unlawful #76,https://www.theguardian.com/article-76/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #76,https://www.propublica.org/article-76/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #76,https://abc7chicago.com/article-76/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #76,https://www.wbez.org/article-76/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #77,https://www.theguardian.com/article-77/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #77,https://www.propublica.org/article-77/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #77,https://abc7chicago.com/article-77/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #77,https://www.wbez.org/article-77/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #78,https://www.theguardian.com/article-78/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #78,https://www.propublica.org/article-78/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #78,https://abc7chicago.com/article-78/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #78,https://www.wbez.org/article-78/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #79,https://www.theguardian.com/article-79/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #79,https://www.propublica.org/article-79/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #79,https://abc7chicago.com/article-79/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #79,https://www.wbez.org/article-79/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #80,https://www.theguardian.com/article-80/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #80,https://www.propublica.org/article-80/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #80,https://abc7chicago.com/article-80/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #80,https://www.wbez.org/article-80/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #81,https://www.theguardian.com/article-81/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #81,https://www.propublica.org/article-81/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #81,https://abc7chicago.com/article-81/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #81,https://www.wbez.org/article-81/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #82,https://www.theguardian.com/article-82/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #82,https://www.propublica.org/article-82/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #82,https://abc7chicago.com/article-82/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #82,https://www.wbez.org/article-82/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #83,https://www.theguardian.com/article-83/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #83,https://www.propublica.org/article-83/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #83,https://abc7chicago.com/article-83/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #83,https://www.wbez.org/article-83/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #84,https://www.theguardian.com/article-84/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #84,https://www.propublica.org/article-84/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #84,https://abc7chicago.com/article-84/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #84,https://www.wbez.org/article-84/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #85,https://www.theguardian.com/article-85/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #85,https://www.propublica.org/article-85/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #85,https://abc7chicago.com/article-85/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #85,https://www.wbez.org/article-85/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #86,https://www.theguardian.com/article-86/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #86,https://www.propublica.org/article-86/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #86,https://abc7chicago.com/article-86/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #86,https://www.wbez.org/article-86/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #87,https://www.theguardian.com/article-87/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #87,https://www.propublica.org/article-87/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #87,https://abc7chicago.com/article-87/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #87,https://www.wbez.org/article-87/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #88,https://www.theguardian.com/article-88/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #88,https://www.propublica.org/article-88/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #88,https://abc7chicago.com/article-88/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #88,https://www.wbez.org/article-88/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #89,https://www.theguardian.com/article-89/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #89,https://www.propublica.org/article-89/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #89,https://abc7chicago.com/article-89/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #89,https://www.wbez.org/article-89/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #90,https://www.theguardian.com/article-90/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #90,https://www.propublica.org/article-90/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #90,https://abc7chicago.com/article-90/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #90,https://www.wbez.org/article-90/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #91,https://www.theguardian.com/article-91/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #91,https://www.propublica.org/article-91/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #91,https://abc7chicago.com/article-91/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #91,https://www.wbez.org/article-91/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #92,https://www.theguardian.com/article-92/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #92,https://www.propublica.org/article-92/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #92,https://abc7chicago.com/article-92/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #92,https://www.wbez.org/article-92/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #93,https://www.theguardian.com/article-93/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #93,https://www.propublica.org/article-93/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #93,https://abc7chicago.com/article-93/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #93,https://www.wbez.org/article-93/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #94,https://www.theguardian.com/article-94/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #94,https://www.propublica.org/article-94/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #94,https://abc7chicago.com/article-94/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #94,https://www.wbez.org/article-94/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #95,https://www.theguardian.com/article-95/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #95,https://www.propublica.org/article-95/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #95,https://abc7chicago.com/article-95/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #95,https://www.wbez.org/article-95/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #96,https://www.theguardian.com/article-96/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #96,https://www.propublica.org/article-96/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #96,https://abc7chicago.com/article-96/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #96,https://www.wbez.org/article-96/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #97,https://www.theguardian.com/article-97/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #97,https://www.propublica.org/article-97/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #97,https://abc7chicago.com/article-97/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #97,https://www.wbez.org/article-97/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #98,https://www.theguardian.com/article-98/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #98,https://www.propublica.org/article-98/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #98,https://abc7chicago.com/article-98/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #98,https://www.wbez.org/article-98/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #99,https://www.theguardian.com/article-99/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #99,https://www.propublica.org/article-99/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #99,https://abc7chicago.com/article-99/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #99,https://www.wbez.org/article-99/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #100,https://www.theguardian.com/article-100/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #100,https://www.propublica.org/article-100/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #100,https://abc7chicago.com/article-100/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #100,https://www.wbez.org/article-100/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
